title,release_year,decade,primary_genre,budget_tier,budget,revenue,roi,imdb_rating,tomatometer_rating,audience_rating
Beyond,2010,2010s,Drama,Low,3000000.0,4800080.0,60.00266666666667,7.0,,
Arthur,2011,2010s,Comedy,High,40000000.0,45735397.0,14.3384925,5.7,88.0,77.0
Scream 4,2011,2010s,Horror,High,40000000.0,97138686.0,142.846715,6.2,60.0,55.0
Rio,2011,2010s,Animation,Blockbuster,90000000.0,484635760.0,438.4841777777778,6.9,72.0,71.0
The Princess of Montpensier,2010,2010s,Action,Mid,14734000.0,6775121.0,-54.01709651147007,6.5,,
Melancholia,2011,2010s,Drama,Mid,7400000.0,21817298.0,194.82835135135136,7.1,79.0,67.0
Thor,2011,2010s,Adventure,Blockbuster,150000000.0,449326618.0,199.55107866666663,7.0,77.0,76.0
Atlas Shrugged Part I,2011,2010s,Drama,Mid,15000000.0,4627375.0,-69.15083333333332,5.6,,
Welcome to the South,2010,2010s,Comedy,Low,4000000.0,65584679.0,1539.616975,6.6,,
Water for Elephants,2011,2010s,Drama,High,38000000.0,114156230.0,200.41113157894736,6.9,60.0,70.0
Fast Five,2011,2010s,Action,Blockbuster,125000000.0,626137675.0,400.91014,7.3,77.0,83.0
The Robber,2010,2010s,Drama,Low,3900000.0,208475.0,-94.65448717948718,6.7,79.0,66.0
Incendies,2010,2010s,Drama,Mid,6800000.0,7103838.0,4.468205882352941,8.3,93.0,92.0
Soul Surfer,2011,2010s,Family,High,18000000.0,47088990.0,161.6055,7.0,45.0,75.0
Something Borrowed,2011,2010s,Comedy,High,35000000.0,59901913.0,71.14832285714286,5.8,15.0,48.0
Bridesmaids,2011,2010s,Comedy,High,32500000.0,288383523.0,787.3339169230769,6.8,90.0,76.0
Priest,2011,2010s,Action,Blockbuster,60000000.0,78309131.0,30.515218333333333,5.7,15.0,46.0
Eye of the Dolphin,2007,2000s,Drama,Low,2500000.0,71904.0,-97.12384,5.6,29.0,58.0
The Beaver,2011,2010s,Drama,High,21000000.0,970816.0,-95.37706666666666,6.6,62.0,55.0
Pirates of the Caribbean: On Stranger Tides,2011,2010s,Adventure,Blockbuster,380000000.0,1045713802.0,175.18784263157897,6.6,33.0,54.0
Midnight in Paris,2011,2010s,Fantasy,High,30000000.0,151119219.0,403.73073,7.6,93.0,83.0
The Tree of Life,2011,2010s,Drama,High,32000000.0,54674226.0,70.85695625,6.8,85.0,60.0
The Hangover Part II,2011,2010s,Comedy,Blockbuster,80000000.0,254455986.0,218.0699825,6.5,33.0,52.0
The Virginity Hit,2010,2010s,Comedy,Low,2000000.0,563706.0,-71.8147,4.5,29.0,31.0
Pina,2011,2010s,Documentary,Low,4317946.0,14624826.0,238.69867756567592,7.6,95.0,81.0
The Roommate,2011,2010s,Thriller,Mid,16000000.0,40492759.0,153.07974375,4.8,3.0,27.0
Trust,2010,2010s,Crime,Mid,9500000.0,120000.0,-98.73684210526316,6.9,79.0,65.0
The Double Hour,2009,2000s,Crime,Low,3906840.0,4300000.0,10.06337602768478,6.6,82.0,68.0
Attack the Block,2011,2010s,Action,Mid,14350531.0,3964682.0,-72.37257631790767,6.6,90.0,75.0
Kung Fu Panda 2,2011,2010s,Animation,Blockbuster,150000000.0,665692281.0,343.794854,7.3,81.0,74.0
X-Men: First Class,2011,2010s,Action,Blockbuster,160000000.0,353624124.0,121.0150775,7.7,86.0,87.0
The Other Woman,2010,2010s,Drama,High,30000000.0,102000000.0,240.0,6.3,39.0,45.0
Everything Must Go,2010,2010s,Comedy,Low,5000000.0,2614773.0,-47.70454,6.4,73.0,53.0
Beginners,2010,2010s,Drama,Low,3200000.0,5332926.0,66.6539375,7.2,85.0,77.0
Super 8,2011,2010s,Thriller,Blockbuster,50000000.0,260095987.0,420.191974,7.0,81.0,75.0
Green Lantern,2011,2010s,Adventure,Blockbuster,200000000.0,219851172.0,9.925586,5.5,26.0,45.0
Mr. Popper's Penguins,2011,2010s,Comedy,Blockbuster,55000000.0,187361754.0,240.65773454545453,6.0,47.0,53.0
Bad Teacher,2011,2010s,Comedy,High,20000000.0,216197492.0,980.98746,5.7,44.0,36.0
Why Did I Get Married Too?,2010,2010s,Comedy,High,20000000.0,60072596.0,200.36298,4.8,,
Transformers: Dark of the Moon,2011,2010s,Action,Blockbuster,195000000.0,1123746996.0,476.2805107692308,6.2,35.0,55.0
Larry Crowne,2011,2010s,Comedy,High,30000000.0,36160375.0,20.53458333333333,6.1,37.0,41.0
Your Highness,2011,2010s,Comedy,Blockbuster,49900000.0,26121638.0,-47.65202805611222,5.5,28.0,34.0
Judy Moody and the Not Bummer Summer,2011,2010s,Comedy,High,20000000.0,14166853.0,-29.165735,4.4,21.0,41.0
Takers,2010,2010s,Action,High,32000000.0,69055695.0,115.799046875,6.2,28.0,62.0
Zookeeper,2011,2010s,Comedy,Blockbuster,80000000.0,169852759.0,112.31594875,5.2,14.0,41.0
Horrible Bosses,2011,2010s,Comedy,High,35000000.0,117000000.0,234.2857142857143,6.9,69.0,70.0
Cars 2,2011,2010s,Animation,Blockbuster,200000000.0,559852396.0,179.926198,6.2,39.0,49.0
The Ward,2010,2010s,Horror,Mid,10000000.0,498974.0,-95.01026,5.5,33.0,27.0
Delhi Belly,2011,2010s,Action,Low,4090000.0,18035000.0,340.9535452322738,7.6,88.0,82.0
Monte Carlo,2011,2010s,Adventure,High,20000000.0,17425000.0,-12.875,5.8,40.0,49.0
Harry Potter and the Deathly Hallows: Part 2,2011,2010s,Family,Blockbuster,125000000.0,1342000000.0,973.6,8.1,,
Drive,2011,2010s,Drama,Mid,15000000.0,78054825.0,420.36550000000005,7.8,92.0,79.0
Snow Flower and the Secret Fan,2011,2010s,Drama,Low,134005.0,1332231.0,894.1651430916756,6.1,21.0,47.0
Captain America: The First Avenger,2011,2010s,Action,Blockbuster,140000000.0,370569774.0,164.69269571428572,6.9,80.0,74.0
"Crazy, Stupid, Love.",2011,2010s,Comedy,Blockbuster,50000000.0,142851197.0,185.702394,7.4,79.0,78.0
One Day,2011,2010s,Drama,Mid,15000000.0,59389433.0,295.92955333333333,7.0,36.0,49.0
The Guard,2011,2010s,Action,Low,6000000.0,19560274.0,226.00456666666668,7.3,94.0,81.0
Winnie the Pooh,2011,2010s,Animation,High,30000000.0,14460000.0,-51.8,7.1,91.0,80.0
The Smurfs,2011,2010s,Animation,Blockbuster,110000000.0,563749323.0,412.4993845454545,5.4,21.0,44.0
Dylan Dog: Dead of Night,2011,2010s,Action,High,20000000.0,4634062.0,-76.82969,5.1,7.0,29.0
Friends with Benefits,2011,2010s,Romance,High,35000000.0,150483765.0,329.95361428571425,6.5,69.0,65.0
Alpha and Omega,2010,2010s,Family,High,20000000.0,39300000.0,96.5,5.1,18.0,41.0
Blitz,2011,2010s,Crime,Mid,15774948.0,741875.0,-95.29713188278022,6.2,48.0,36.0
Our Idiot Brother,2011,2010s,Comedy,Mid,10000000.0,17273593.0,72.73593000000001,6.4,70.0,51.0
Princess Kaiulani,2010,2010s,Drama,Mid,9000000.0,771499.0,-91.42778888888888,6.2,,
West Is West,2010,2010s,Comedy,Low,3837625.0,3867000.0,0.7654473795641835,6.4,,
Rise of the Planet of the Apes,2011,2010s,Thriller,Blockbuster,93000000.0,482860185.0,419.20450000000005,7.6,82.0,77.0
The Change-Up,2011,2010s,Comedy,Blockbuster,52000000.0,75450437.0,45.09699423076923,6.3,25.0,47.0
The Help,2011,2010s,Drama,High,25000000.0,124272124.0,397.088496,8.1,76.0,89.0
30 Minutes or Less,2011,2010s,Action,High,28000000.0,40547440.0,44.812285714285714,6.0,45.0,40.0
Glee: The Concert Movie,2011,2010s,Documentary,Mid,9000000.0,18663238.0,107.36931111111112,5.6,,
Final Destination 5,2011,2010s,Horror,Blockbuster,47000000.0,157887643.0,235.93115531914896,5.9,62.0,52.0
The Conspirator,2010,2010s,Crime,High,25000000.0,15478800.0,-38.0848,6.9,55.0,61.0
A Very Harold & Kumar Christmas,2011,2010s,Comedy,High,19000000.0,35387212.0,86.24848421052631,6.2,68.0,59.0
Loose Cannons,2010,2010s,Comedy,Mid,7000000.0,8220215.0,17.431642857142858,7.2,0.0,26.0
Spy Kids: All the Time in the World,2011,2010s,Family,High,27000000.0,85564310.0,216.90485185185184,3.6,,
Miranda,1948,1940s,Comedy,Low,784170.0,834332.0,6.396827218587806,6.8,,
Don't Be Afraid of the Dark,2010,2010s,Fantasy,High,25000000.0,36993168.0,47.972672,5.5,71.0,57.0
Fright Night,2011,2010s,Horror,Mid,17000000.0,24922237.0,46.60139411764706,6.4,92.0,76.0
Another Earth,2011,2010s,Drama,Low,100000.0,1776935.0,1676.935,6.9,66.0,66.0
Hesher,2010,2010s,Drama,Mid,7000000.0,382946.0,-94.52934285714286,6.9,55.0,61.0
Stake Land,2010,2010s,Drama,Low,650000.0,33245.0,-94.8853846153846,6.4,74.0,62.0
The Debt,2010,2010s,Drama,High,20000000.0,45636368.0,128.18184,6.8,77.0,66.0
Colombiana,2011,2010s,Action,High,40000000.0,60965854.0,52.414635,6.4,28.0,67.0
Freakonomics,2010,2010s,Documentary,Low,3000000.0,103735.0,-96.54216666666666,6.3,66.0,51.0
The Skin I Live In,2011,2010s,Drama,Mid,13000000.0,5774854.0,-55.57804615384615,7.6,81.0,84.0
Conan the Barbarian,2011,2010s,Adventure,Blockbuster,90000000.0,48795021.0,-45.78331,5.2,64.0,74.0
Prom,2011,2010s,Comedy,Mid,8000000.0,10130000.0,26.625,5.4,36.0,39.0
Red State,2011,2010s,Horror,Low,4000000.0,1104682.0,-72.38295000000001,6.1,60.0,54.0
A Better Life,2011,2010s,Drama,Mid,10000000.0,1759252.0,-82.40747999999999,7.2,85.0,79.0
I Don't Know How She Does It,2011,2010s,Romance,High,24000000.0,30551495.0,27.29789583333333,5.0,17.0,32.0
Shark Night,2011,2010s,Horror,High,28000000.0,10126458.0,-63.83407857142858,4.1,,
Contagion,2011,2010s,Drama,Blockbuster,60000000.0,137551594.0,129.25265666666667,6.8,85.0,63.0
Straw Dogs,2011,2010s,Drama,High,25000000.0,10324441.0,-58.702236,5.9,42.0,34.0
Moneyball,2011,2010s,Drama,Blockbuster,50000000.0,110206216.0,120.412432,7.6,94.0,86.0
Restless,2011,2010s,Drama,Mid,8000000.0,163265.0,-97.9591875,6.7,38.0,48.0
The Avengers,2012,2010s,Science Fiction,Blockbuster,220000000.0,1519557910.0,590.708140909091,8.0,5.0,15.0
A Dangerous Method,2011,2010s,Drama,Mid,15000000.0,27462041.0,83.08027333333334,6.4,78.0,50.0
Warrior,2011,2010s,Action,High,25000000.0,23057115.0,-7.771540000000001,8.1,83.0,92.0
The Ides of March,2011,2010s,Drama,Mid,12500000.0,75993061.0,507.944488,7.1,84.0,73.0
Kill List,2011,2010s,Horror,Low,500000.0,171760.0,-65.648,6.3,78.0,58.0
Killer Elite,2011,2010s,Action,Blockbuster,66000000.0,57777106.0,-12.458930303030304,6.4,27.0,42.0
Badmaash Company,2010,2010s,Comedy,Mid,6250000.0,8500000.0,36.0,6.1,,
Bellflower,2011,2010s,Action,Low,17000.0,101236.0,495.5058823529412,6.3,73.0,63.0
50/50,2011,2010s,Comedy,Mid,8000000.0,39187783.0,389.8472875,7.6,93.0,88.0
The Artist,2011,2010s,Drama,Mid,15000000.0,133432856.0,789.5523733333333,7.8,95.0,87.0
Enthiran,2010,2010s,Action,High,26400000.0,62000000.0,134.84848484848484,7.2,,
Take Shelter,2011,2010s,Thriller,Low,5000000.0,3099314.0,-38.01372,7.3,92.0,81.0
Road to Nowhere,2011,2010s,Mystery,Low,5000000.0,27046.0,-99.45908,5.4,73.0,39.0
The Music Never Stopped,2011,2010s,Drama,Low,4000000.0,253899.0,-93.652525,7.5,67.0,81.0
Real Steel,2011,2010s,Action,Blockbuster,110000000.0,299268508.0,172.06228,7.1,60.0,73.0
Footloose,2011,2010s,Drama,High,24000000.0,63543328.0,164.76386666666667,5.9,52.0,71.0
The Thing,2011,2010s,Horror,High,35000000.0,28128670.0,-19.632371428571428,6.3,85.0,92.0
We Need to Talk About Kevin,2011,2010s,Drama,Mid,7000000.0,6038942.0,-13.7294,7.4,75.0,78.0
The Three Musketeers,2011,2010s,Adventure,Blockbuster,75000000.0,132274484.0,76.36597866666666,5.7,78.0,74.0
In Time,2011,2010s,Action,High,40000000.0,173930596.0,334.82649000000004,6.7,37.0,51.0
Margaret,2011,2010s,Drama,Mid,14000000.0,46495.0,-99.66789285714286,6.5,74.0,48.0
Carnage,2011,2010s,Comedy,High,25000000.0,27603069.0,10.412276,7.1,70.0,66.0
Margin Call,2011,2010s,Thriller,Low,3500000.0,19504039.0,457.2582571428572,7.1,87.0,74.0
Paranormal Activity 3,2011,2010s,Horror,Low,5000000.0,205703818.0,4014.07636,5.8,66.0,51.0
Johnny English Reborn,2011,2010s,Crime,Blockbuster,45000000.0,160078586.0,255.73019111111117,6.3,38.0,45.0
Abduction,2011,2010s,Thriller,High,35000000.0,82087155.0,134.53472857142856,5.1,5.0,42.0
This Must Be the Place,2011,2010s,Drama,High,25000000.0,11790979.0,-52.83608400000001,6.7,67.0,58.0
Shame,2011,2010s,Drama,Mid,6500000.0,17693675.0,172.2103846153846,7.2,79.0,75.0
What's Your Number?,2011,2010s,Comedy,High,20000000.0,30426096.0,52.13048,6.1,24.0,44.0
Dream House,2011,2010s,Drama,Blockbuster,50000000.0,38502340.0,-22.99532,6.0,6.0,36.0
Mulan: Rise of a Warrior,2009,2000s,Adventure,Mid,12000000.0,13380561.0,11.504675,6.6,,
Machine Gun Preacher,2011,2010s,Action,High,30000000.0,2527904.0,-91.57365333333334,6.7,27.0,62.0
Anonymous,2011,2010s,Drama,High,30000000.0,15395087.0,-48.68304333333333,6.8,45.0,53.0
Tower Heist,2011,2010s,Action,Blockbuster,75000000.0,152930623.0,103.90749733333334,6.2,67.0,48.0
J. Edgar,2011,2010s,Drama,High,35000000.0,84606030.0,141.7315142857143,6.5,43.0,44.0
The Double,2011,2010s,Action,Mid,17000000.0,3696232.0,-78.25745882352942,5.9,21.0,33.0
The Adventures of Tintin,2011,2010s,Adventure,Blockbuster,130000000.0,371940071.0,186.1077469230769,7.3,74.0,74.0
Hugo,2011,2010s,Adventure,Blockbuster,170000000.0,185770160.0,9.276564705882354,7.5,93.0,78.0
Higher Ground,2011,2010s,Drama,Low,2000000.0,841733.0,-57.91335,6.2,82.0,62.0
Trespass,2011,2010s,Crime,High,36000000.0,9612469.0,-73.29869722222222,5.3,69.0,47.0
Immortals,2011,2010s,Fantasy,Blockbuster,75000000.0,226904017.0,202.5386893333333,6.0,46.0,48.0
Jack and Jill,2011,2010s,Comedy,Blockbuster,79000000.0,149673788.0,89.4604911392405,3.3,3.0,36.0
The Devil's Double,2011,2010s,Drama,High,19100000.0,5728213.0,-70.0093560209424,7.0,54.0,64.0
Setup,2011,2010s,Action,High,20000000.0,2128186.0,-89.35907,4.4,,
Another Happy Day,2011,2010s,Comedy,Low,4000000.0,355688.0,-91.1078,6.0,46.0,44.0
Shaolin,2011,2010s,Action,High,29000000.0,33662874.0,16.078875862068966,6.8,74.0,71.0
Wuthering Heights,2011,2010s,Drama,Mid,8000000.0,100915.0,-98.7385625,6.0,96.0,85.0
The Descendants,2011,2010s,Comedy,High,20000000.0,177243185.0,786.2159250000001,7.3,88.0,79.0
Like Crazy,2011,2010s,Drama,Low,250000.0,3542353.0,1316.9412,6.6,72.0,61.0
The Muppets,2011,2010s,Comedy,Blockbuster,45000000.0,165184237.0,267.0760822222222,7.1,95.0,80.0
The Twilight Saga: Breaking Dawn - Part 1,2011,2010s,Adventure,Blockbuster,110000000.0,712171856.0,547.42896,5.0,,
War Horse,2011,2010s,Drama,Blockbuster,66000000.0,177584879.0,169.0679984848485,7.2,75.0,74.0
The Rum Diary,2011,2010s,Drama,Blockbuster,45000000.0,24000000.0,-46.66666666666666,6.1,52.0,36.0
My Week with Marilyn,2011,2010s,Drama,Mid,6400000.0,35057696.0,447.7765,6.9,83.0,71.0
Singham,2011,2010s,Drama,Low,3062000.0,25034000.0,717.5702155453952,6.8,,
Chandni Chowk To China,2009,2000s,Action,Mid,10500000.0,9400000.0,-10.476190476190476,4.4,42.0,31.0
Hipsters,2008,2000s,Drama,Mid,15000000.0,16810383.0,12.06922,7.1,80.0,90.0
Sarah's Key,2010,2010s,Drama,Mid,10000000.0,17511906.0,75.11906,7.5,72.0,82.0
The Sitter,2011,2010s,Comedy,High,25000000.0,34942188.0,39.768752,5.6,22.0,39.0
Extremely Loud & Incredibly Close,2011,2010s,Drama,High,40000000.0,55247881.0,38.1197025,6.9,45.0,61.0
Rampart,2011,2010s,Crime,Mid,12000000.0,972512.0,-91.89573333333333,5.8,74.0,35.0
Happy Feet Two,2011,2010s,Animation,Blockbuster,130000000.0,150406466.0,15.69728153846154,5.8,45.0,60.0
The Perfect Game,2010,2010s,Drama,Mid,12500000.0,3878993.0,-68.968056,7.0,57.0,70.0
Flypaper,2011,2010s,Mystery,Low,5000000.0,3142154.0,-37.15692,6.3,17.0,42.0
Bullet to the Head,2013,2010s,Action,Blockbuster,55000000.0,9489829.0,-82.74576545454545,5.7,45.0,39.0
The Expendables 2,2012,2010s,Action,Blockbuster,100000000.0,312573423.0,212.573423,6.6,68.0,67.0
Bathing Beauty,1944,1940s,Comedy,Low,2361000.0,6892000.0,191.91020753917832,6.4,,
The Hunger Games,2012,2010s,Science Fiction,Blockbuster,75000000.0,691210692.0,821.614256,7.2,84.0,81.0
The Dark Knight Rises,2012,2010s,Action,Blockbuster,250000000.0,1084939099.0,333.9756396,8.4,87.0,90.0
The Bourne Legacy,2012,2010s,Action,Blockbuster,130000000.0,276572938.0,112.74841384615384,6.6,55.0,58.0
Sherlock Holmes: A Game of Shadows,2011,2010s,Adventure,Blockbuster,125000000.0,334615000.0,167.692,7.4,59.0,77.0
Life in a Day,2011,2010s,Documentary,Low,45202.0,225861.0,399.6703685677625,7.6,,
Coriolanus,2011,2010s,Drama,Mid,7700000.0,1072602.0,-86.0701038961039,6.1,92.0,58.0
Young Adult,2011,2010s,Comedy,Mid,12000000.0,22939027.0,91.15855833333332,6.3,80.0,49.0
New Year's Eve,2011,2010s,Comedy,Blockbuster,56000000.0,142044638.0,153.6511392857143,5.6,7.0,45.0
Mission: Impossible - Ghost Protocol,2011,2010s,Action,Blockbuster,145000000.0,694713380.0,379.11267586206895,7.4,,
We Bought a Zoo,2011,2010s,Drama,Blockbuster,50000000.0,120081841.0,140.163682,7.0,65.0,71.0
The Girl with the Dragon Tattoo,2011,2010s,Thriller,Blockbuster,90000000.0,232617430.0,158.4638111111111,7.8,86.0,86.0
The Darkest Hour,2011,2010s,Horror,High,30000000.0,64626786.0,115.42262,4.9,12.0,25.0
Alvin and the Chipmunks: Chipwrecked,2011,2010s,Comedy,Blockbuster,75000000.0,342695435.0,356.9272466666667,4.4,12.0,51.0
Albert Nobbs,2011,2010s,Drama,Mid,8000000.0,5634828.0,-29.56465,6.7,56.0,47.0
In the Land of Blood and Honey,2011,2010s,Drama,Mid,10000000.0,303877.0,-96.96123,4.7,57.0,47.0
The Devil Inside,2012,2010s,Thriller,Low,1000000.0,101758490.0,10075.849,4.2,6.0,22.0
Contraband,2012,2010s,Thriller,High,25000000.0,63100000.0,152.4,6.4,100.0,67.0
Dolphin Tale,2011,2010s,Drama,High,37000000.0,95404397.0,157.84972162162163,6.8,81.0,80.0
The Iron Lady,2011,2010s,History,Mid,13000000.0,114956699.0,784.2823,6.4,52.0,51.0
The Divide,2011,2010s,Horror,Low,3000000.0,22000.0,-99.26666666666668,5.7,25.0,38.0
Underworld: Awakening,2012,2010s,Fantasy,Blockbuster,70000000.0,160112671.0,128.73238714285716,6.3,26.0,62.0
The Grey,2012,2010s,Action,High,25000000.0,77278331.0,209.113324,6.7,79.0,61.0
Man on a Ledge,2012,2010s,Action,Blockbuster,42000000.0,46221189.0,10.05045,6.6,32.0,52.0
Haywire,2011,2010s,Action,High,23000000.0,33372606.0,45.09828695652174,5.8,80.0,41.0
Apollo 18,2011,2010s,Horror,Low,5000000.0,25562924.0,411.25848,5.2,23.0,23.0
Seeking Justice,2011,2010s,Action,Mid,17000000.0,12355798.0,-27.318835294117648,6.1,28.0,39.0
Red Tails,2012,2010s,Drama,Blockbuster,58000000.0,50365377.0,-13.163143103448276,5.9,40.0,58.0
The Flowers of War,2011,2010s,Drama,Blockbuster,94000000.0,95311434.0,1.3951425531914894,7.5,41.0,73.0
The Intouchables,2011,2010s,Drama,Mid,13000000.0,426480871.0,3180.6220846153847,8.5,75.0,93.0
One for the Money,2012,2010s,Action,High,40000000.0,36893721.0,-7.7656975,5.3,2.0,42.0
W.E.,2011,2010s,Drama,Mid,15000000.0,868439.0,-94.21040666666669,6.2,12.0,48.0
The Innkeepers,2011,2010s,Horror,Low,750000.0,78396.0,-89.5472,5.5,79.0,42.0
Big Miracle,2012,2010s,Adventure,High,40000000.0,24719215.0,-38.2019625,6.5,75.0,64.0
Six Degrees of Celebration,2010,2010s,Comedy,Low,5000000.0,22772019.0,355.44038,6.2,,
Detective Dee and the Mystery of the Phantom Flame,2010,2010s,Action,Mid,13000000.0,51723285.0,297.87142307692307,6.6,80.0,62.0
Chronicle,2012,2010s,Science Fiction,Mid,15000000.0,145000000.0,866.6666666666666,7.0,85.0,71.0
The Woman in Black,2012,2010s,Drama,Mid,17000000.0,127730736.0,651.3572705882353,6.4,67.0,54.0
The Monk,2011,2010s,Thriller,Mid,11000000.0,807535.0,-92.65877272727272,5.8,,
Safe House,2012,2010s,Action,Blockbuster,85000000.0,208076205.0,144.79553529411763,6.7,53.0,63.0
The Vow,2012,2010s,Drama,High,30000000.0,196114570.0,553.7152333333333,6.8,31.0,63.0
Louis C.K.: Live at the Beacon Theater,2011,2010s,Comedy,Low,250000.0,1000000.0,300.0,8.3,,
"For a Good Time, Call...",2012,2010s,Comedy,Low,850000.0,1243961.0,46.34835294117647,6.0,57.0,53.0
Journey 2: The Mysterious Island,2012,2010s,Adventure,Blockbuster,79000000.0,355692760.0,350.244,5.7,45.0,59.0
Chapiteau-Show,2011,2010s,Comedy,Low,2000000.0,393816.0,-80.3092,7.6,,
Kokowaah,2011,2010s,Comedy,Low,5650000.0,43000000.0,661.0619469026549,6.2,,
Bodyguards and Assassins,2009,2000s,Drama,High,23000000.0,5837674.0,-74.61880869565218,6.8,,
Winter in Wartime,2008,2000s,Drama,Low,4000000.0,530048.0,-86.7488,7.0,75.0,78.0
Ghost Rider: Spirit of Vengeance,2011,2010s,Action,Blockbuster,57000000.0,149217355.0,161.78483333333332,4.4,18.0,31.0
Courageous,2011,2010s,Drama,Low,1000000.0,34522221.0,3352.2221,6.9,36.0,86.0
Project X,2012,2010s,Comedy,Mid,12000000.0,100000000.0,733.3333333333333,6.7,75.0,55.0
The Lorax,2012,2010s,Animation,Blockbuster,70000000.0,348840316.0,398.34330857142857,6.4,,
The Big Year,2011,2010s,Comedy,Blockbuster,41000000.0,7448385.0,-81.83320731707317,6.2,42.0,40.0
Act of Valor,2012,2010s,Action,Mid,12000000.0,81272766.0,577.27305,6.4,27.0,72.0
This Means War,2012,2010s,Action,Blockbuster,65000000.0,156974557.0,141.49931846153848,6.3,26.0,56.0
John Carter,2012,2010s,Action,Blockbuster,260000000.0,284139100.0,9.284269230769231,6.6,52.0,60.0
The Awakening,2011,2010s,Horror,Low,4798235.0,209696.0,-95.62972634729228,6.5,0.0,22.0
The Ledge,2011,2010s,Drama,Mid,10000000.0,610986.0,-93.89014,6.5,14.0,48.0
21 Jump Street,2012,2010s,Action,Blockbuster,42000000.0,201585328.0,379.9650666666666,7.2,84.0,82.0
"Jeff, Who Lives at Home",2011,2010s,Drama,Mid,10000000.0,4417580.0,-55.824200000000005,6.4,,
Lockout,2012,2010s,Action,High,20000000.0,32204030.0,61.02015,6.0,38.0,46.0
A Lonely Place to Die,2011,2010s,Adventure,Low,4000000.0,25345000.0,533.625,6.2,75.0,50.0
Space Battleship Yamato,2010,2010s,Science Fiction,Mid,12000000.0,11212294.0,-6.564216666666667,6.0,,
Salmon Fishing in the Yemen,2011,2010s,Drama,Low,5000000.0,34564651.0,591.29302,6.8,67.0,64.0
Wrath of the Titans,2012,2010s,Adventure,Blockbuster,150000000.0,301000000.0,100.66666666666666,5.7,27.0,49.0
Iron Sky,2012,2010s,Action,Mid,7500000.0,8135031.0,8.467080000000001,5.9,40.0,37.0
American Reunion,2012,2010s,Comedy,Blockbuster,50000000.0,234989584.0,369.979168,6.7,45.0,63.0
The Raid,2011,2010s,Action,Low,1100000.0,4105187.0,273.1988181818182,7.6,,
The Cabin in the Woods,2012,2010s,Horror,High,30000000.0,66486080.0,121.62026666666668,7.0,92.0,74.0
L!fe Happens,2011,2010s,Comedy,Low,930000.0,30905.0,-96.6768817204301,5.6,26.0,30.0
Silent House,2011,2010s,Horror,Low,2000000.0,13101672.0,555.0836,5.2,43.0,30.0
The Three Stooges,2012,2010s,Comedy,High,30000000.0,54819301.0,82.73100333333333,5.2,52.0,47.0
The Raven,2012,2010s,Crime,High,26000000.0,29657751.0,14.068273076923075,6.4,22.0,46.0
Mirror Mirror,2012,2010s,Adventure,Blockbuster,85000000.0,183018522.0,115.31590823529412,5.6,50.0,45.0
Battleship,2012,2010s,Thriller,Blockbuster,209000000.0,303025485.0,44.98827033492823,5.8,34.0,54.0
The Best Exotic Marigold Hotel,2011,2010s,Drama,Mid,10000000.0,136836156.0,1268.36156,7.2,78.0,78.0
The Five-Year Engagement,2012,2010s,Comedy,High,30000000.0,53909751.0,79.69917,6.2,63.0,51.0
Think Like a Man,2012,2010s,Comedy,Mid,12000000.0,96070507.0,700.5875583333333,6.5,54.0,79.0
The Lucky One,2012,2010s,Drama,High,25000000.0,99357138.0,297.428552,6.4,20.0,67.0
Bride Flight,2008,2000s,Drama,Mid,6400000.0,2556911.0,-60.048265625,7.0,67.0,75.0
Safe,2012,2010s,Action,High,30000000.0,40346186.0,34.48728666666667,6.5,86.0,75.0
Jumping the Broom,2011,2010s,Comedy,Mid,6600000.0,37710610.0,471.3728787878788,5.7,58.0,58.0
Dark Shadows,2012,2010s,Comedy,Blockbuster,150000000.0,245527149.0,63.684766,6.2,36.0,46.0
The Dictator,2012,2010s,Comedy,Blockbuster,65000000.0,179379533.0,175.9685123076923,6.5,57.0,44.0
Men in Black 3,2012,2010s,Action,Blockbuster,225000000.0,624026776.0,177.34523377777776,6.8,,
Snow White and the Huntsman,2012,2010s,Adventure,Blockbuster,170000000.0,396600000.0,133.29411764705884,6.1,49.0,52.0
Chicken with Plums,2011,2010s,Comedy,Mid,12000000.0,1428291.0,-88.09757499999999,7.0,74.0,71.0
The Pirates! In an Adventure with Scientists!,2012,2010s,Animation,Blockbuster,60000000.0,118338361.0,97.23060166666669,6.7,,
Prometheus,2012,2010s,Science Fiction,Blockbuster,130000000.0,403170142.0,210.1308784615385,7.0,73.0,68.0
Bernie,2012,2010s,Comedy,Low,5000000.0,9206470.0,84.1294,6.8,88.0,73.0
Inhale,2010,2010s,Drama,Mid,10000000.0,55089.0,-99.44911,6.5,38.0,46.0
Wanderlust,2012,2010s,Comedy,High,35000000.0,24159934.0,-30.971617142857145,5.6,59.0,39.0
Moonrise Kingdom,2012,2010s,Comedy,Mid,16000000.0,68263166.0,326.6447875,7.7,94.0,86.0
Kahaani,2012,2010s,Thriller,Low,1200000.0,16000000.0,1233.3333333333337,8.1,,
5 Days of War,2011,2010s,War,High,20000000.0,17479.0,-99.912605,5.6,34.0,36.0
A Few Best Men,2011,2010s,Comedy,Mid,12468389.0,29007412.0,132.64763394853978,5.7,15.0,36.0
Cosmopolis,2012,2010s,Drama,High,20500000.0,6063556.0,-70.42167804878049,5.1,65.0,31.0
