title,release_year,decade,primary_genre,budget_tier,budget,revenue,roi,imdb_rating,tomatometer_rating,audience_rating
A Thousand Words,2012,2010s,Drama,High,40000000.0,22044277.0,-44.8893075,5.9,0.0,47.0
Love's Deadly Triangle: The Texas Cadet Murder,1997,1990s,Drama,Mid,14000000.0,161001698.0,1050.0121285714283,6.3,,
Safety Not Guaranteed,2012,2010s,Comedy,Low,750000.0,4007792.0,434.3722666666666,6.9,91.0,80.0
Madagascar 3: Europe's Most Wanted,2012,2010s,Animation,Blockbuster,145000000.0,746921274.0,415.11812,6.8,78.0,72.0
Your Sister's Sister,2011,2010s,Drama,Low,125000.0,3200000.0,2460.0,6.7,83.0,66.0
Brave,2012,2010s,Animation,Blockbuster,185000000.0,538983207.0,191.3422740540541,7.1,78.0,75.0
Bel Ami,2012,2010s,Romance,Mid,9000000.0,8303261.0,-7.741544444444444,5.4,27.0,29.0
What to Expect When You're Expecting,2012,2010s,Romance,High,40000000.0,79700000.0,99.25,5.7,22.0,47.0
To Rome with Love,2012,2010s,Romance,Mid,17000000.0,73244881.0,330.85224117647056,6.3,46.0,40.0
Abraham Lincoln: Vampire Hunter,2012,2010s,Action,Blockbuster,69000000.0,112265139.0,62.7031,5.9,34.0,50.0
4.3.2.1,2010,2010s,Action,Low,4600000.0,1163967.0,-74.6963695652174,5.8,37.0,42.0
For Greater Glory - The True Story of Cristiada,2012,2010s,History,Mid,12000000.0,9622846.0,-19.809616666666667,6.6,,
Rock of Ages,2012,2010s,Comedy,Blockbuster,75000000.0,59418613.0,-20.775182666666662,5.9,43.0,55.0
Seeking a Friend for the End of the World,2012,2010s,Comedy,Mid,10000000.0,9636289.0,-3.63711,6.7,55.0,53.0
Ted,2012,2010s,Comedy,Blockbuster,50000000.0,549368315.0,998.73663,6.9,69.0,73.0
Magic Mike,2012,2010s,Drama,Mid,7000000.0,167221571.0,2288.879585714285,6.1,79.0,60.0
On the Road,2012,2010s,Adventure,High,25000000.0,8784318.0,-64.862728,6.0,44.0,34.0
The Amazing Spider-Man,2012,2010s,Action,Blockbuster,215000000.0,752215857.0,249.86784046511627,6.9,73.0,77.0
Ice Age: Continental Drift,2012,2010s,Animation,Blockbuster,95000000.0,877244782.0,823.4155599999999,6.5,37.0,62.0
Beasts of the Southern Wild,2012,2010s,Drama,Low,1800000.0,21107746.0,1072.6525555555556,7.2,87.0,76.0
People Like Us,2012,2010s,Drama,Mid,16000000.0,12434778.0,-22.2826375,7.0,53.0,62.0
Savages,2012,2010s,Crime,Blockbuster,45000000.0,82966152.0,84.36922666666666,6.4,50.0,54.0
The Watch,2012,2010s,Comedy,Blockbuster,68000000.0,68267862.0,0.3939147058823529,5.7,17.0,39.0
2 Days in New York,2012,2010s,Comedy,Mid,8000000.0,1653792.0,-79.3276,6.0,66.0,42.0
Killer Joe,2011,2010s,Crime,Mid,10000000.0,3665069.0,-63.34931,6.7,79.0,61.0
Total Recall,2012,2010s,Action,Blockbuster,125000000.0,198802074.0,59.0416592,6.2,82.0,78.0
Skyfall,2012,2010s,Action,Blockbuster,200000000.0,1108561013.0,454.2805065,7.8,92.0,86.0
Hope Springs,2012,2010s,Drama,High,30000000.0,114281051.0,280.93683666666664,6.3,23.0,27.0
ParaNorman,2012,2010s,Family,Blockbuster,60000000.0,107139399.0,78.565665,7.0,89.0,72.0
Diary of a Wimpy Kid: Dog Days,2012,2010s,Comedy,High,22000000.0,77112176.0,250.5098909090909,6.3,52.0,63.0
War of the Arrows,2011,2010s,Drama,Mid,8000000.0,49000000.0,512.5,7.1,,
Hit & Run,2012,2010s,Action,Low,2000000.0,14400000.0,620.0,6.1,48.0,49.0
Premium Rush,2012,2010s,Crime,High,35000000.0,31083599.0,-11.189717142857145,6.5,74.0,60.0
Lawless,2012,2010s,Crime,High,26000000.0,53676580.0,106.4483846153846,7.2,66.0,74.0
Piranha 3DD,2012,2010s,Horror,Low,5000000.0,8493728.0,69.87456,3.8,13.0,22.0
The Possession,2012,2010s,Horror,Mid,14000000.0,85446075.0,510.3291071428571,5.9,39.0,48.0
Little White Lies,2010,2010s,Comedy,High,25000000.0,48531470.0,94.12588,7.1,42.0,64.0
The Apparition,2012,2010s,Horror,Mid,17000000.0,9627492.0,-43.36769411764706,4.1,3.0,24.0
Bachelorette,2012,2010s,Comedy,Low,3000000.0,11947954.0,298.2651333333334,5.3,56.0,34.0
The Words,2012,2010s,Drama,Low,6000000.0,13231461.0,120.52435,7.0,24.0,49.0
Pitch Perfect,2012,2010s,Comedy,Mid,17000000.0,115350426.0,578.5319176470588,7.1,80.0,83.0
The Cold Light of Day,2012,2010s,Action,High,20000000.0,16863583.0,-15.682085,4.9,4.0,29.0
Looper,2012,2010s,Action,High,30000000.0,47042000.0,56.80666666666667,7.4,93.0,82.0
That's My Boy,2012,2010s,Comedy,Blockbuster,70000000.0,58058367.0,-17.059475714285714,5.6,20.0,51.0
Robot & Frank,2012,2010s,Science Fiction,Low,2500000.0,3325038.0,33.00152,7.0,86.0,75.0
Resident Evil: Retribution,2012,2010s,Action,Blockbuster,65000000.0,240159255.0,269.4757769230769,5.3,29.0,51.0
The Master,2012,2010s,Drama,High,32000000.0,28258060.0,-11.6935625,7.1,85.0,61.0
Dredd,2012,2010s,Action,Blockbuster,50000000.0,41037742.0,-17.924515999999997,7.1,79.0,72.0
Arbitrage,2012,2010s,Drama,Mid,12000000.0,35485056.0,195.7088,6.6,88.0,62.0
End of Watch,2012,2010s,Crime,Mid,7000000.0,48126384.0,587.5197714285714,7.6,85.0,86.0
The Perks of Being a Wallflower,2012,2010s,Drama,Mid,13000000.0,33400000.0,156.92307692307693,7.9,86.0,89.0
The Hunt,2012,2010s,Drama,Low,3800000.0,16800000.0,342.10526315789474,8.3,83.0,
Behind the Burly Q,2010,2010s,Documentary,Low,250000.0,23859.0,-90.4564,6.6,78.0,64.0
Two Rabbits,2012,2010s,Action,Low,2000000.0,1620436.0,-18.9782,7.3,,
Sparkle,2012,2010s,Drama,Mid,14000000.0,24637469.0,75.98192142857143,5.8,10.0,90.0
Red Lights,2012,2010s,Thriller,Mid,14000000.0,13551174.0,-3.2059,6.2,83.0,65.0
Taken 2,2012,2010s,Action,Blockbuster,45000000.0,376141306.0,735.8695688888889,6.2,22.0,52.0
The Paperboy,2012,2010s,Thriller,Mid,12500000.0,1353868.0,-89.169056,5.7,45.0,33.0
A Royal Affair,2012,2010s,Drama,Mid,8000000.0,7594693.0,-5.0663375,7.5,90.0,82.0
House at the End of the Street,2012,2010s,Horror,Mid,6900000.0,44287131.0,541.8424782608696,5.5,13.0,41.0
2016: Obama's America,2012,2010s,Documentary,Low,2500000.0,33400000.0,1236.0,4.8,26.0,73.0
Laurence Anyways,2012,2010s,Drama,Mid,9500000.0,12250.0,-99.87105263157896,7.6,84.0,79.0
The Painted Veil,1934,1930s,Romance,Low,947000.0,1120000.0,18.268215417106653,6.5,74.0,85.0
Rust and Bone,2012,2010s,Drama,Mid,15400000.0,25762027.0,67.28588961038962,7.4,,
Katy Perry: Part of Me,2012,2010s,Documentary,Mid,12000000.0,32726956.0,172.72463333333334,6.0,76.0,72.0
Frankenweenie,2012,2010s,Animation,High,39000000.0,35287788.0,-9.51849230769231,6.9,87.0,70.0
Sinister,2012,2010s,Horror,Low,3000000.0,77712439.0,2490.4146333333333,6.8,63.0,61.0
Hotel Transylvania,2012,2010s,Animation,Blockbuster,85000000.0,358375603.0,321.61835647058825,7.0,45.0,72.0
Argo,2012,2010s,Drama,Blockbuster,44500000.0,232324128.0,422.0766921348314,7.7,96.0,90.0
Seven Psychopaths,2012,2010s,Comedy,Mid,15000000.0,19422261.0,29.48174,7.1,83.0,71.0
Hoodwinked Too! Hood VS. Evil,2011,2010s,Comedy,High,30000000.0,13521829.0,-54.927236666666666,4.7,,
Gangs of Wasseypur,2012,2010s,Action,Low,1400000.0,4100000.0,192.8571428571429,8.2,,
Paranormal Activity 4,2012,2010s,Horror,Low,5000000.0,142817992.0,2756.35984,4.7,23.0,34.0
Alex Cross,2012,2010s,Action,Blockbuster,45000000.0,30353232.0,-32.54837333333334,5.2,11.0,47.0
Cloud Atlas,2012,2010s,Drama,Blockbuster,102000000.0,130482868.0,27.924380392156863,7.3,67.0,66.0
Silent Hill: Revelation 3D,2012,2010s,Thriller,High,20000000.0,52302796.0,161.51398,4.9,,
Like Dandelion Dust,2009,2000s,Drama,Low,2500000.0,352810.0,-85.88759999999999,7.0,82.0,76.0
Killing Them Softly,2012,2010s,Crime,Mid,15000000.0,37930465.0,152.86976666666666,6.2,73.0,44.0
The Sessions,2012,2010s,Drama,Low,1000000.0,9138338.0,813.8337999999999,7.2,91.0,80.0
Smashed,2012,2010s,Drama,Low,500000.0,376597.0,-24.6806,6.7,83.0,68.0
Wreck-It Ralph,2012,2010s,Family,Blockbuster,165000000.0,471222889.0,185.5896296969697,7.7,87.0,86.0
Lookin' to Get Out,1982,1980s,Comedy,Mid,17000000.0,946461.0,-94.43258235294115,5.1,31.0,29.0
Silver Linings Playbook,2012,2010s,Drama,High,21000000.0,205738714.0,879.7081619047619,7.7,92.0,86.0
Flight,2012,2010s,Drama,High,31000000.0,161772375.0,421.846370967742,7.3,78.0,75.0
Life of Pi,2012,2010s,Adventure,Blockbuster,120000000.0,609016565.0,407.51380416666666,7.9,87.0,84.0
The Man with the Iron Fists,2012,2010s,Action,Mid,15000000.0,15608545.0,4.056966666666666,5.4,51.0,40.0
Stolen,2012,2010s,Action,High,35000000.0,2106557.0,-93.98126571428573,5.5,0.0,39.0
Amour,2012,2010s,Drama,Mid,8900000.0,29844753.0,235.3343033707865,7.9,93.0,82.0
Meet Monica Velour,2010,2010s,Comedy,Low,5000000.0,31649.0,-99.36702,5.8,48.0,34.0
Lincoln,2012,2010s,History,Blockbuster,65000000.0,275293450.0,323.5283846153846,7.3,89.0,81.0
The Twilight Saga: Breaking Dawn - Part 2,2012,2010s,Adventure,Blockbuster,120000000.0,829000000.0,590.8333333333334,5.6,,
Red Dawn,2012,2010s,War,Blockbuster,65000000.0,44806783.0,-31.06648769230769,5.3,46.0,65.0
Rise of the Guardians,2012,2010s,Fantasy,Blockbuster,145000000.0,306941670.0,111.68391034482758,7.2,75.0,80.0
Deadfall,2012,2010s,Crime,Mid,12000000.0,66351.0,-99.447075,6.2,0.0,25.0
Byzantium,2012,2010s,Drama,Mid,10000000.0,89237.0,-99.10763,6.5,66.0,51.0
Step Up Revolution,2012,2010s,Music,High,33000000.0,140470746.0,325.6689272727273,6.4,41.0,68.0
1911,2011,2010s,Adventure,High,30000000.0,108348.0,-99.63884,5.7,8.0,30.0
The Hobbit: An Unexpected Journey,2012,2010s,Adventure,Blockbuster,250000000.0,1021103568.0,308.4414272,7.8,64.0,83.0
Lay the Favorite,2012,2010s,Drama,High,26350000.0,1576687.0,-94.01636812144211,4.9,18.0,19.0
Crooked Arrows,2012,2010s,Drama,Mid,13000000.0,1832541.0,-85.90353076923077,5.9,41.0,62.0
Yossi,2012,2010s,Drama,Low,500000.0,116207.0,-76.7586,7.1,89.0,70.0
Barfi,2012,2010s,Drama,Low,4437508.0,2804874.0,-36.79168578400309,8.1,,
Zero Dark Thirty,2012,2010s,Thriller,High,40000000.0,132820716.0,232.05179,7.4,91.0,80.0
Fire with Fire,2012,2010s,Action,High,20000000.0,4636169.0,-76.819155,5.6,7.0,36.0
Warm Bodies,2013,2010s,Horror,High,35000000.0,116980662.0,234.23046285714287,6.8,81.0,73.0
The Guilt Trip,2012,2010s,Comedy,High,40000000.0,41863726.0,4.659315,5.8,37.0,39.0
Jack Reacher,2012,2010s,Crime,Blockbuster,60000000.0,218340595.0,263.9009916666667,7.0,64.0,67.0
Django Unchained,2012,2010s,Drama,Blockbuster,100000000.0,425368238.0,325.368238,8.5,87.0,91.0
This Is 40,2012,2010s,Comedy,High,35000000.0,88058786.0,151.59653142857144,6.2,51.0,50.0
The Impossible,2012,2010s,Thriller,Blockbuster,42000000.0,180274123.0,329.2241023809524,7.5,81.0,84.0
Les Misérables,2012,2010s,Drama,Blockbuster,61000000.0,441809770.0,624.2783114754099,7.5,69.0,79.0
Not Fade Away,2012,2010s,Drama,High,20000000.0,610792.0,-96.94604,6.0,70.0,42.0
Quartet,2012,2010s,Drama,Mid,11000000.0,59520298.0,441.0936181818182,6.8,44.0,32.0
StreetDance 3D,2010,2010s,Drama,Low,5773100.0,18144030.0,214.2857390310232,5.8,,
Parental Guidance,2012,2010s,Comedy,High,25000000.0,119772232.0,379.088928,6.0,18.0,59.0
Promised Land,2012,2010s,Drama,Mid,15000000.0,8138788.0,-45.74141333333333,6.6,53.0,46.0
The Sweeney,2012,2010s,Action,Low,3730500.0,6294161.0,68.72164589197158,6.1,45.0,44.0
English Vinglish,2012,2010s,Drama,Low,2840000.0,11620000.0,309.1549295774648,7.8,80.0,83.0
Texas Chainsaw 3D,2013,2010s,Horror,High,20000000.0,47241945.0,136.209725,4.8,,
Gangster Squad,2013,2010s,Crime,Blockbuster,60000000.0,105200903.0,75.33483833333334,6.7,31.0,57.0
The Iceman,2012,2010s,Thriller,High,20000000.0,1969193.0,-90.154035,6.8,66.0,62.0
A Haunted House,2013,2010s,Comedy,Low,2500000.0,60141683.0,2305.66732,5.1,9.0,51.0
Mama,2013,2010s,Horror,Mid,15000000.0,146497771.0,876.6518066666666,6.2,64.0,55.0
Upstream Color,2013,2010s,Drama,Low,100000.0,444098.0,344.098,6.5,86.0,69.0
Broken City,2013,2010s,Thriller,Blockbuster,56000000.0,19701164.0,-64.81935,6.1,28.0,40.0
Shadow Dancer,2012,2010s,Thriller,Mid,6300000.0,419953.0,-93.33407936507938,6.2,84.0,52.0
Sunny,2011,2010s,Drama,Low,3550000.0,48000000.0,1252.112676056338,7.7,,
Movie 43,2013,2010s,Comedy,Low,6000000.0,32438988.0,440.6498,4.4,4.0,24.0
Parker,2013,2010s,Action,High,35000000.0,46216641.0,32.04754571428571,6.2,41.0,48.0
Hansel & Gretel: Witch Hunters,2013,2010s,Fantasy,Blockbuster,50000000.0,224803475.0,349.60695,6.1,,
The Last Godfather,2010,2010s,Action,Mid,13400000.0,16700000.0,24.62686567164179,3.5,,
The East,2013,2010s,Drama,Mid,6500000.0,2401510.0,-63.05369230769231,6.8,76.0,64.0
"Pink Ribbons, Inc.",2011,2010s,Documentary,Low,900000.0,25000.0,-97.2222222222222,7.3,89.0,77.0
Upside Down,2012,2010s,Romance,Blockbuster,60000000.0,8106475.0,-86.48920833333334,6.3,28.0,42.0
Side Effects,2013,2010s,Thriller,High,30000000.0,63372757.0,111.24252333333334,7.0,11.0,29.0
Identity Thief,2013,2010s,Comedy,High,35000000.0,173965010.0,397.0428857142857,5.7,19.0,53.0
Beautiful Creatures,2013,2010s,Fantasy,Blockbuster,60000000.0,60052138.0,0.0868966666666666,6.1,38.0,32.0
A Good Day to Die Hard,2013,2010s,Action,Blockbuster,92000000.0,304654182.0,231.14585,5.2,14.0,40.0
21 & Over,2013,2010s,Comedy,Mid,13000000.0,48065672.0,269.73593846153847,5.8,,
Safe Haven,2013,2010s,Romance,High,28000000.0,97594140.0,248.5505,6.7,13.0,67.0
Elles,2011,2010s,Drama,Low,4000000.0,911466.0,-77.21335,5.6,23.0,26.0
The Act of Killing,2012,2010s,Documentary,Low,1000000.0,444575.0,-55.5425,8.2,95.0,85.0
Universal Soldier: Day of Reckoning,2012,2010s,Thriller,Mid,11500000.0,1402307.0,-87.80602608695652,5.1,57.0,34.0
Escape from Planet Earth,2013,2010s,Animation,High,40000000.0,74597643.0,86.4941075,5.8,35.0,54.0
Before Midnight,2013,2010s,Romance,Low,3000000.0,11176469.0,272.5489666666667,7.9,98.0,82.0
Snitch,2013,2010s,Thriller,High,35000000.0,42930462.0,22.658462857142855,6.4,57.0,61.0
Dark Skies,2013,2010s,Science Fiction,Low,3500000.0,25174316.0,619.2661714285714,6.3,41.0,49.0
A Coffee in Berlin,2012,2010s,Comedy,Low,300000.0,2750275.0,816.7583333333333,7.3,77.0,74.0
Jack the Giant Slayer,2013,2010s,Action,Blockbuster,195000000.0,197687603.0,1.3782579487179487,6.3,52.0,55.0
The Last Exorcism Part II,2013,2010s,Horror,Low,5000000.0,15179302.0,203.58604,4.0,15.0,26.0
G.I. Joe: Retaliation,2013,2010s,Adventure,Blockbuster,130000000.0,371876278.0,186.05867538461536,5.7,28.0,48.0
Stoker,2013,2010s,Drama,Mid,12000000.0,12077441.0,0.6453416666666666,6.7,70.0,60.0
Phantom,2013,2010s,Thriller,Mid,10000000.0,1034589.0,-89.65411,5.9,25.0,33.0
Oz: The Great and Powerful,2013,2010s,Fantasy,Blockbuster,200000000.0,491868548.0,145.93427400000002,6.3,,
The Croods,2013,2010s,Adventure,Blockbuster,135000000.0,585178928.0,333.4658725925926,7.1,71.0,77.0
Burn,2012,2010s,Foreign,Low,225000.0,111300.0,-50.53333333333333,7.4,100.0,91.0
The Incredible Burt Wonderstone,2013,2010s,Comedy,High,30000000.0,27437881.0,-8.540396666666666,5.9,38.0,33.0
Spring Breakers,2013,2010s,Drama,Low,5000000.0,31724284.0,534.48568,5.3,67.0,38.0
I'm So Excited!,2013,2010s,Comedy,Low,5000000.0,11724119.0,134.48237999999998,5.6,49.0,37.0
The Call,2013,2010s,Crime,Mid,13000000.0,68572378.0,427.4798307692308,6.7,44.0,65.0
Olympus Has Fallen,2013,2010s,Action,Blockbuster,70000000.0,161025640.0,130.03662857142857,6.5,49.0,66.0
The Place Beyond the Pines,2013,2010s,Drama,Mid,15000000.0,35485608.0,136.57072,7.3,78.0,75.0
The Host,2013,2010s,Action,Blockbuster,44000000.0,63327201.0,43.92545681818182,5.8,93.0,72.0
Admission,2013,2010s,Comedy,Mid,13000000.0,18000000.0,38.46153846153847,5.7,38.0,32.0
Hey Ram,2000,2000s,Drama,Low,3900000.0,4900000.0,25.64102564102564,8.0,,
Evil Dead,2013,2010s,Horror,Mid,17000000.0,97542952.0,473.7820705882353,6.5,62.0,63.0
Trance,2013,2010s,Thriller,High,20000000.0,24261569.0,21.307845,6.9,68.0,62.0
Oblivion,2013,2010s,Action,Blockbuster,120000000.0,286168572.0,138.47381,7.0,53.0,61.0
Dark Tide,2012,2010s,Thriller,High,25000000.0,432274.0,-98.270904,4.4,0.0,16.0
42,2013,2010s,Drama,High,40000000.0,95020213.0,137.5505325,7.5,80.0,85.0
Love Is All You Need,2012,2010s,Comedy,Low,5500000.0,10016934.0,82.12607272727273,6.5,75.0,59.0
Disconnect,2012,2010s,Drama,Mid,10000000.0,3428048.0,-65.71952,7.5,70.0,75.0
Scary Movie 5,2013,2010s,Comedy,High,20000000.0,78378744.0,291.89372,3.6,4.0,38.0
Pain & Gain,2013,2010s,Thriller,High,25000000.0,86175291.0,244.701164,6.4,50.0,47.0
Home Run,2013,2010s,Drama,Low,1200000.0,2861020.0,138.41833333333332,5.9,50.0,81.0
The Grandmaster,2013,2010s,Action,Low,3860000.0,64076736.0,1560.019067357513,6.6,78.0,58.0
This Is the End,2013,2010s,Action,High,32000000.0,126041322.0,293.87913125,6.6,83.0,71.0
Iron Man 3,2013,2010s,Action,Blockbuster,200000000.0,1215439994.0,507.719997,7.1,79.0,78.0
Late Autumn,2010,2010s,Drama,Mid,6200000.0,4820000.0,-22.258064516129032,6.8,,
Black Gold,2011,2010s,Adventure,High,40000000.0,5446000.0,-86.385,6.6,,
Mud,2013,2010s,Drama,Mid,10000000.0,21587700.0,115.877,7.3,97.0,80.0
The Afflicted,2011,2010s,Horror,Low,180000.0,175742.0,-2.3655555555555554,4.5,,
The Great Gatsby,2013,2010s,Drama,Blockbuster,105000000.0,351040419.0,234.32420857142856,7.2,39.0,47.0
Star Trek Into Darkness,2013,2010s,Action,Blockbuster,190000000.0,467365246.0,145.98170842105262,7.7,84.0,89.0
The Internship,2013,2010s,Comedy,Blockbuster,58000000.0,44000000.0,-24.13793103448276,6.3,35.0,51.0
Only God Forgives,2013,2010s,Drama,Low,4800000.0,10337387.0,115.36222916666668,5.7,41.0,37.0
The Hangover Part III,2013,2010s,Comedy,Blockbuster,103000000.0,362000072.0,251.45638058252428,5.9,20.0,44.0
Fast & Furious 6,2013,2010s,Action,Blockbuster,160000000.0,788679850.0,392.92490625,7.0,71.0,84.0
Epic,2013,2010s,Animation,Blockbuster,100000000.0,268426634.0,168.426634,6.6,65.0,65.0
The Past,2013,2010s,Drama,Mid,11000000.0,10631747.0,-3.3477545454545456,7.7,,
Down Terrace,2009,2000s,Drama,Low,31192.0,10000.0,-67.94049756347782,6.4,86.0,61.0
The Lords of Salem,2012,2010s,Horror,Low,1500000.0,1165882.0,-22.27453333333333,5.2,46.0,30.0
Behind the Candelabra,2013,2010s,Drama,High,23000000.0,15600000.0,-32.17391304347826,7.0,95.0,71.0
Aftershock,2012,2010s,Horror,Low,2000000.0,58510.0,-97.0745,4.8,38.0,24.0
After Earth,2013,2010s,Science Fiction,Blockbuster,130000000.0,243843127.0,87.57163615384616,4.8,11.0,36.0
Now You See Me,2013,2010s,Thriller,Blockbuster,75000000.0,117698894.0,56.93185866666667,7.2,51.0,70.0
Lovelace,2013,2010s,Drama,Mid,10000000.0,1585582.0,-84.14418,6.2,53.0,36.0
Special Forces,2011,2010s,Action,Mid,10000000.0,10759.0,-99.89241,6.3,15.0,52.0
Redd Inc.,2012,2010s,Thriller,Low,500000.0,1000000.0,100.0,5.9,,
The Way Way Back,2013,2010s,Comedy,Low,4600000.0,23198652.0,404.31852173913046,7.4,84.0,84.0
Man of Steel,2013,2010s,Action,Blockbuster,225000000.0,662845518.0,194.598008,7.1,56.0,75.0
The Big Wedding,2013,2010s,Comedy,High,35000000.0,21819348.0,-37.65900571428571,5.6,7.0,40.0
The Purge,2013,2010s,Science Fiction,Low,3000000.0,89328627.0,2877.6209000000003,5.8,40.0,36.0
The Bling Ring,2013,2010s,Drama,Mid,15000000.0,19145732.0,27.638213333333333,5.6,59.0,33.0
Monsters University,2013,2010s,Animation,Blockbuster,200000000.0,743559607.0,271.7798035,7.2,80.0,81.0
Maniac,2012,2010s,Horror,Low,6000000.0,31081.0,-99.48198333333332,6.1,89.0,31.0
Pacific Rim,2013,2010s,Action,Blockbuster,180000000.0,407602906.0,126.44605888888889,6.9,72.0,77.0
The Best Offer,2013,2010s,Drama,Mid,13500000.0,19255873.0,42.63609629629629,7.7,56.0,77.0
World War Z,2013,2010s,Action,Blockbuster,200000000.0,531865000.0,165.9325,7.0,66.0,72.0
Elysium,2013,2010s,Science Fiction,Blockbuster,115000000.0,286140700.0,148.818,6.6,65.0,58.0
What Maisie Knew,2013,2010s,Drama,Low,6000000.0,1066471.0,-82.22548333333334,7.4,87.0,80.0
Despicable Me 2,2013,2010s,Animation,Blockbuster,76000000.0,970761885.0,1177.318269736842,7.3,75.0,85.0
White House Down,2013,2010s,Action,Blockbuster,150000000.0,205366737.0,36.911158,6.3,52.0,62.0
The World's End,2013,2010s,Comedy,High,20000000.0,46089287.0,130.446435,6.9,89.0,71.0
Hummingbird,2013,2010s,Action,High,20000000.0,8352885.0,-58.235575,6.2,,
The Heat,2013,2010s,Action,Blockbuster,43000000.0,158674180.0,269.00972093023256,6.6,66.0,71.0
The Lone Ranger,2013,2010s,Action,Blockbuster,255000000.0,89289910.0,-64.98434901960785,6.4,30.0,51.0
The Spectacular Now,2013,2010s,Comedy,Low,2500000.0,6854611.0,174.18444,7.0,91.0,76.0
Bhaag Milkha Bhaag,2013,2010s,History,Low,4600000.0,25000000.0,443.4782608695653,8.2,72.0,83.0
R.I.P.D.,2013,2010s,Fantasy,Blockbuster,130000000.0,61648500.0,-52.57807692307692,5.6,13.0,38.0
The Conjuring,2013,2010s,Horror,Mid,13000000.0,318000141.0,2346.1549307692308,7.5,86.0,83.0
Turbo,2013,2010s,Animation,Blockbuster,135000000.0,282570682.0,109.3116162962963,6.4,66.0,65.0
The Wolverine,2013,2010s,Action,Blockbuster,120000000.0,415440673.0,246.20056083333336,6.7,71.0,69.0
The Breath,2009,2000s,Action,Low,2000000.0,13500000.0,575.0,8.0,,
2 Guns,2013,2010s,Action,Blockbuster,61000000.0,131940411.0,116.29575573770492,6.7,64.0,66.0
Lost in Thailand,2012,2010s,Comedy,Low,2200000.0,208000000.0,9354.545454545454,6.2,67.0,49.0
Blue Jasmine,2013,2010s,Comedy,High,18000000.0,99206215.0,451.1456388888889,7.3,91.0,77.0
The Great Beauty,2013,2010s,Comedy,Mid,12400000.0,8371085.0,-32.49125,7.7,91.0,80.0
The Canyons,2013,2010s,Thriller,Low,250000.0,56825.0,-77.27000000000001,3.8,21.0,15.0
Percy Jackson: Sea of Monsters,2013,2010s,Adventure,Blockbuster,90000000.0,174578751.0,93.97639,5.7,42.0,55.0
The Smurfs 2,2013,2010s,Fantasy,Blockbuster,105000000.0,347434178.0,230.8896933333333,5.3,14.0,56.0
Alan Partridge: Alpha Papa,2013,2010s,Comedy,Low,4000000.0,9800000.0,145.0,6.9,,
Class of 1999,1990,1990s,Science Fiction,Low,5200000.0,2459895.0,-52.69432692307693,5.9,67.0,49.0
Man of Tai Chi,2013,2010s,Action,High,25000000.0,2054941.0,-91.780236,6.0,70.0,50.0
We're the Millers,2013,2010s,Comedy,High,37000000.0,269994119.0,629.7138351351351,7.0,48.0,72.0
Grown Ups 2,2013,2010s,Comedy,Blockbuster,80000000.0,246984278.0,208.7303475,5.4,8.0,53.0
Kick-Ass 2,2013,2010s,Action,High,28000000.0,60700000.0,116.78571428571428,6.5,32.0,57.0
Riddick,2013,2010s,Science Fiction,High,38000000.0,98337295.0,158.78235526315788,6.4,57.0,56.0
Planes,2013,2010s,Animation,Blockbuster,50000000.0,219788712.0,339.577424,5.7,25.0,49.0
